Nombre,Marca,Clase,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Baterí­a,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua,Número de bodega,Número de estante
smart watch,Apple,Wearables,1286370,62.532.060.847.768,14.660.945.657.585.600,2014,,,LCD,4G,,,None,2,10
lavadora,Samsung,Wearables,9021370,33.082.143.403.208.100,12.127.610.091.999.100,2020,,,,,,,,3,9
mouse,Microsoft,Wearables,6848219,19.775.029.029.651.800,2.923.316.293.353.310,2007,,,,,,,,2,1
laptop,Dell,Comunicaciones,3663174,13.982.017.446.344.700,6.528.562.336.661.030,2007,,,OLED,Bluetooth,32GB,64GB,,1,5
cpu,AMD,Informática,6763952,48.454.953.259.302.600,14.181.190.588.313.600,2000,,,,,,,,3,5
laptop,HP,Audio,2167171,3.634.560.537.820.900,6.067.795.044.985.830,2022,,,LED,,4GB,512GB,,3,1
monitor,Dell,Monitores,4440908,9.610.386.694.138.510,13.720.557.082.530.200,2003,,,LCD,,,,,3,2
mouse,Microsoft,Audioportátil,5569302,3.483.986.971.688.270,2.709.306.959.667.920,2007,,,,,,,,2,5
monitor,Samsung,Monitores,1178619,92.679.760.887.127,15.368.952.720.301.600,2021,,1080p,LCD,,,,,3,2
mouse,HP,Electrodomésticos,6961480,2.716.314.685.584.700,172.210.380.233.432,2006,,,,,,,,1,5
secadora,Bosch,Informática,1595374,21.518.518.078.360.800,12.522.476.082.848.000,2015,,,,,,,,3,2
laptop,Lenovo,Wearables,9201318,4.044.714.748.792.210,4.759.624.543.379.020,2003,,,LED,5G,16GB,256GB,,2,1
televisores,Samsung,Wearables,4500175,665.796.548.177.676,5.808.598.092.257.100,2009,,4K,LED,,,,,3,8
cpu,IBM,Wearables,3969767,489.285.725.146.912,791.422.471.024.436,2010,,,,,,,,1,10
lavadora,Samsung,Fotografía,385600,17.418.600.724.121.100,13.502.758.777.796.400,2017,,,,,,,,1,6
monitor,HP,Fotografía,4456608,3.473.993.467.401.650,12.565.001.003.913.000,2008,,4K,LCD,,,,,3,8
televisores,TCL,Wearables,6236407,3.110.727.910.284.190,9.942.893.262.109.950,2019,,,LCD,,,,,2,9
mouse,Logitech,Informática,9574187,4.922.043.601.223.880,36.419.159.803.010.900,2002,,,,,,,,3,1
laptop,Apple,Wearables,1398400,1.467.191.101.652.690,462.113.059.872.456,2005,,,,5G,16GB,256GB,,3,7
smart watch,Samsung,Comunicaciones,5054633,49.713.133.184.747.900,19.349.367.974.380.700,2000,2358.0,,LCD,NFC,,,IP67,2,9
tablet,Samsung,Electrodomésticos,2381255,3.721.669.685.660.480,3.961.459.329.963.660,2007,,,LCD,WiFi,32GB,256GB,,1,7
audifonos,Sony,Audioportátil,9277243,33.052.980.109.144.500,4.029.835.615.158.610,2006,,,,NFC,,,,2,5
televisores,Sony,Comunicaciones,2344673,22.081.703.374.790.500,1.944.655.953.421.580,2018,,1080p,,,,,,3,4
laptop,HP,Fotografía,1164267,2.796.320.921.895.430,44.133.236.411.547.600,2017,7958.0,,OLED,,16GB,512GB,,2,4
parlante,JBL,Comunicaciones,3956567,38.015.755.039.236.800,36.075.875.190.718.800,2018,,,,4G,,,,3,2
tablet,Amazon,Comunicaciones,6077726,4.788.280.594.422.940,3.748.028.535.212.990,2000,6428.0,,OLED,NFC,8GB,128GB,,3,4
smart watch,Fitbit,Videojuegos,8011988,18.700.706.551.832.200,698.803.626.658.177,2013,,,OLED,,,,IP68,3,6
teclado,Logitech,Comunicaciones,3973297,39.670.935.723.575.200,1.345.208.749.549.340,2022,,,,,,,,2,8
celular,Xiaomi,Comunicaciones,2637162,3.533.282.829.340.140,19.934.997.883.085.600,2019,,,,,32GB,,None,3,1
mouse,HP,Informática,2150281,24.279.639.869.957.400,43.722.651.573.041.000,2011,,,,,,,,3,5
televisores,Samsung,Videojuegos,3037202,12.396.744.997.546.100,10.645.098.573.390.400,2006,,1080p,,,,,,3,2
tablet,Samsung,Comunicaciones,3504732,2.006.349.002.247.840,35.426.682.714.577.900,2000,4005.0,,OLED,NFC,4GB,256GB,,1,6
televisores,LG,Wearables,2057397,3.592.693.073.294.410,17.716.779.168.063.700,2008,,4K,OLED,,,,,2,10
parlante,LG,Comunicaciones,7444874,42.271.663.749.230.800,33.072.896.927.999.600,2020,,,,NFC,,,,2,4
cargador,Samsung,Audioportátil,3373298,9.263.887.550.079.700,17.013.785.862.108.300,2005,,,,,,,,2,8
parlante,JBL,Fotografía,9378975,47.376.246.132.693,20.542.036.238.880.200,2016,,,,5G,,,,1,2
televisores,TCL,Wearables,1387960,46.510.620.480.909.000,19.848.617.343.781.700,2016,,8K,LCD,,,,,1,7
celular,Xiaomi,Audio,6268822,26.710.765.576.590.600,493.065.452.194.242,2014,,,,,,64GB,IP67,2,6
lavadora,Samsung,Audioportátil,5232470,22.685.814.434.937.300,1.437.007.251.348.000,2013,,,,,,,,3,2
laptop,HP,Audio,5574186,28.852.901.658.078.300,39.072.348.324.383.800,2016,,,OLED,5G,32GB,128GB,,2,2
camara,Canon,Videojuegos,9766674,21.936.504.763.165.800,4.829.246.389.640.110,2002,,,,,,,,2,7
cargador,Apple,Comunicaciones,424660,16.859.456.775.013.200,19.970.822.325.904.600,2021,,,,,,,,1,9
audifonos,Bose,Monitores,4907849,21.994.740.737.872.900,12.765.448.814.818.400,2002,,,,WiFi,,,,2,5
tablet,Huawei,Audioportátil,6617821,8.981.456.823.390.290,6.511.537.690.457.420,2020,2823.0,,LED,Bluetooth,16GB,512GB,,2,2
mouse,HP,Electrodomésticos,3491522,3.646.492.393.050.650,22.005.402.266.623.300,2022,,,,,,,,3,9
tablet,Huawei,Wearables,100225,10.432.741.469.865.500,42.146.092.970.940.400,2019,1748.0,,LED,Bluetooth,,128GB,,1,8
secadora,LG,Fotografía,5871846,15.069.132.600.103.500,11.838.809.723.138.900,2000,,,,,,,,1,9
camara,Nikon,Audioportátil,8875813,20.040.351.386.043.800,12.922.282.004.551.300,2020,,1080p,,,,,,2,5
monitor,Dell,Wearables,1273657,3.864.481.898.297.410,18.487.309.336.395.700,2004,,8K,LED,,,,,2,10
monitor,HP,Wearables,8258489,4.453.194.766.814.210,70.869.851.747.380.800,2002,,,LED,,,,,2,5
smart watch,Garmin,Videojuegos,259418,16.164.942.865.864.000,13.038.665.444.695.100,2001,,,,4G,,,IP68,3,10
secadora,Whirlpool,Audio,3930225,29.216.255.289.880.300,11.716.062.881.698.900,2001,,,,,,,,1,2
teclado,Logitech,Monitores,9195437,4.804.410.771.304.290,15.426.381.862.028.400,2006,,,,,,,,2,7
laptop,HP,Monitores,3004232,5.835.499.262.083.380,2.220.296.063.595.610,2007,4531.0,,LCD,5G,16GB,,,1,6
mouse,HP,Informática,7049278,3.276.661.329.158.100,3.650.702.499.485.280,2013,,,,,,,,2,2
monitor,LG,Videojuegos,1871969,27.418.042.031.372.600,5.742.959.044.314.020,2018,,,LED,,,,,2,2
mouse,Microsoft,Monitores,2921802,5.850.332.567.129.620,2.594.843.239.011.740,2011,,,,,,,,2,3
monitor,LG,Monitores,1110768,3.971.936.439.577.890,15.644.748.921.326.800,2019,,4K,LED,,,,,3,10
celular,Xiaomi,Audio,73932,39.415.989.666.472.600,16.819.862.360.088.900,2003,9623.0,,,Bluetooth,16GB,512GB,IP67,3,10
celular,Apple,Videojuegos,4132434,3.335.932.553.849.410,313.401.293.913.494,2005,,,,5G,32GB,512GB,IP68,2,9
tablet,Huawei,Fotografía,833734,47.219.136.436.358.900,44.990.225.297.105.700,2023,,,LED,NFC,4GB,1TB,,2,4
tablet,Apple,Monitores,6267436,6.394.248.483.145.480,25.715.923.697.221.300,2010,1207.0,,,4G,4GB,64GB,,3,10
laptop,Dell,Audioportátil,163487,3.490.294.264.513.340,6.703.073.785.430.980,2012,,,OLED,,16GB,256GB,,3,6
parlante,Bose,Electrodomésticos,9557404,4.807.665.167.303.440,26.210.524.530.174.100,2009,,,,NFC,,,,1,8
laptop,Lenovo,Fotografía,7198789,4.167.990.241.297.860,6.959.544.515.961.900,2021,9587.0,,LED,,4GB,128GB,,3,7
monitor,LG,Monitores,809850,10.713.355.940.502.700,8.020.398.481.506.700,2000,,1080p,,,,,,2,8
teclado,Corsair,Videojuegos,4954603,37.374.492.997.181.800,15.736.507.712.251.700,2004,,,,,,,,1,7
audifonos,Sony,Wearables,5840174,32.601.146.966.698.200,248.954.655.278.818,2008,,,,5G,,,,3,9
secadora,Bosch,Electrodomésticos,5903805,21.331.416.328.305.600,1.396.710.094.202.270,2016,,,,,,,,2,4
monitor,Dell,Comunicaciones,9959129,2.045.253.285.307.360,1.658.621.314.091.690,2010,,1080p,OLED,,,,,2,6
teclado,Microsoft,Videojuegos,1768333,61.331.945.172.763,22.729.715.532.248.100,2007,,,,,,,,1,4
secadora,Bosch,Audioportátil,8045424,4.069.251.284.276.400,13.129.282.849.142.300,2006,,,,,,,,3,10
celular,Huawei,Informática,867841,1.482.920.555.205.230,3.485.285.997.095.600,2010,8001.0,,,WiFi,16GB,512GB,None,1,2
parlante,JBL,Electrodomésticos,6758987,23.331.645.027.212.800,23.156.883.755.746.300,2013,,,,,,,,1,6
laptop,Dell,Wearables,2237035,4.232.145.082.357.020,3.021.523.828.375.140,2009,5065.0,,OLED,WiFi,4GB,1TB,,3,1
nevera,GE,Audio,5297554,48.069.982.045.622.900,18.891.983.272.117.400,2009,,,,,,,,1,4
parlante,JBL,Electrodomésticos,4689864,1.714.504.836.546.270,4.735.404.157.560.330,2000,,,,Bluetooth,,,,1,2
nevera,LG,Electrodomésticos,6661748,14.153.947.284.862.100,25.883.736.493.958.100,2012,,,,,,,,1,4
cpu,IBM,Monitores,3809005,16.094.092.796.316.800,9.734.669.444.664.530,2023,,,,,,,,1,10
lavadora,LG,Wearables,2865029,2.510.458.745.929.550,14.058.248.965.201.800,2020,,,,,,,,3,4
audifonos,Beats,Electrodomésticos,7287844,3.820.867.989.729.470,7.991.445.090.079.280,2021,,,,NFC,,,,2,1
camara,Panasonic,Wearables,839576,48.527.119.941.028.200,3.526.539.550.793.880,2023,,1080p,,,,,,3,5
lavadora,Samsung,Monitores,4714347,34.081.916.105.749.700,1.430.041.293.225.470,2020,,,,,,,,1,1
teclado,Razer,Monitores,1431857,884.007.558.505.946,7.391.711.765.146.710,2018,,,,,,,,1,8
audifonos,Bose,Wearables,463883,4.587.458.604.713.980,16.656.335.250.028.100,2006,,,,Bluetooth,,,,3,2
tablet,Huawei,Fotografía,7618772,18.570.901.085.460.800,4.477.792.079.718.470,2023,,,LCD,4G,,64GB,,1,6
televisores,LG,Informática,4399320,32.374.010.532.039.700,5.311.340.470.613.760,2016,,1080p,OLED,,,,,1,4
cargador,Samsung,Audio,2312578,38.669.665.467.998.300,1.273.140.469.969.540,2010,,,,,,,,1,6
nevera,LG,Audioportátil,5495339,42.630.063.553.776,2.354.975.286.149.140,2001,,,,,,,,1,9
cargador,Anker,Electrodomésticos,931766,7.810.909.722.976.430,15.652.628.064.527.600,2018,,,,,,,,1,1
celular,Huawei,Wearables,8644608,1.719.225.522.092.500,1.864.607.107.408.590,2006,3975.0,,,NFC,32GB,64GB,IP67,1,4
secadora,Samsung,Fotografía,8842805,29.703.730.735.357.200,10.289.224.087.557.200,2023,,,,,,,,1,3
nevera,LG,Fotografía,7106446,10.988.919.270.073.900,23.079.237.090.161.900,2004,,,,,,,,1,10
televisores,Sony,Fotografía,7111732,3.480.085.839.294.160,13.202.321.054.913.200,2023,,4K,,,,,,2,2
camara,Sony,Comunicaciones,7437044,13.690.169.072.120.300,3.717.031.936.428.540,2022,,,,,,,,2,3
monitor,LG,Monitores,2330325,12.202.547.567.398.800,19.015.676.565.144.300,2007,,8K,LED,,,,,1,8
secadora,Bosch,Videojuegos,8267033,27.597.040.211.582.500,10.499.620.318.949.000,2013,,,,,,,,1,6
tablet,Apple,Informática,7588391,24.726.272.236.850.900,5.162.290.927.498.000,2012,9137.0,,LCD,Bluetooth,4GB,128GB,,3,6
monitor,HP,Videojuegos,7041312,3.674.188.881.859.450,13.725.361.010.037.800,2000,,1080p,OLED,,,,,2,4
laptop,Lenovo,Audioportátil,6920710,1.867.952.505.769.010,32.919.798.874.329.700,2023,,,,NFC,,,,3,5
laptop,Lenovo,Electrodomésticos,9680099,17.211.925.574.509.000,6.011.703.759.007.300,2012,,,OLED,5G,,64GB,,2,7
celular,Xiaomi,Videojuegos,5436854,519.773.012.513.479,48.276.767.937.925.900,2009,,,,4G,16GB,,,1,8
tablet,Samsung,Comunicaciones,1462974,6.035.873.057.249.940,5.960.013.911.023.160,2017,,,OLED,,8GB,64GB,,3,3
camara,Nikon,Audio,5171936,5.030.210.227.537.060,3.854.863.183.960.580,2022,,,,,,,,2,6
parlante,Bose,Videojuegos,5712946,2.294.751.965.036.350,17.117.606.863.440.400,2022,,,,5G,,,,2,10
cpu,Intel,Monitores,5061243,11.170.496.310.948.700,9.280.919.524.926.250,2021,,,,,,,,3,7
monitor,LG,Wearables,7506220,16.245.763.928.820.500,16.039.393.884.115.500,2014,,8K,OLED,,,,,2,5
parlante,JBL,Fotografía,4655455,4.344.515.947.282.080,21.904.513.394.804.400,2008,,,,Bluetooth,,,,1,6
cpu,Intel,Fotografía,2597862,10.779.053.760.735.800,6.075.434.737.453.800,2020,,,,,,,,2,3
smart watch,Samsung,Electrodomésticos,6553111,21.011.718.702.298.400,10.919.446.103.610.900,2001,5152.0,,,,,,None,3,1
lavadora,Whirlpool,Informática,6723777,3.824.477.517.504.870,11.944.654.952.489.100,2004,,,,,,,,1,4
secadora,Bosch,Monitores,2849966,4.215.872.703.154.580,13.447.466.394.054.400,2018,,,,,,,,2,10
cpu,AMD,Wearables,1446099,48.095.277.557.528.800,10.573.647.244.795.300,2013,,,,,,,,2,4
lavadora,LG,Wearables,8442106,203.479.756.284.734,14.347.954.875.407.200,2016,,,,,,,,2,4
celular,Huawei,Videojuegos,606029,3.904.169.162.358.120,3.704.398.276.387.600,2011,,,,4G,,512GB,IP67,3,8
lavadora,Samsung,Audio,1901915,14.145.617.197.475.900,12.816.297.569.591.600,2020,,,,,,,,1,5
laptop,Dell,Videojuegos,324517,13.581.903.109.817.700,32.159.774.378.848.800,2009,,,,WiFi,16GB,256GB,,2,4
cargador,Apple,Monitores,704767,4.549.401.155.847.990,12.614.869.089.655.600,2013,,,,,,,,1,1
cpu,IBM,Electrodomésticos,892304,3.460.063.463.746.200,18.238.060.386.652.100,2020,,,,,,,,2,3
celular,Samsung,Fotografía,6658545,18.893.060.884.196.300,19.621.648.466.419.300,2005,,,,4G,4GB,,IP67,2,3
secadora,Bosch,Audioportátil,4328796,7.939.166.203.357.290,14.518.186.302.881.200,2021,,,,,,,,1,9
lavadora,Bosch,Comunicaciones,9294619,2.518.630.020.953.450,12.269.762.717.981.500,2004,,,,,,,,3,4
televisores,Sony,Comunicaciones,1736600,2.232.078.827.965.380,7.905.175.603.165.210,2011,,4K,LCD,,,,,2,2
monitor,HP,Informática,7864084,18.210.242.697.966.300,13.036.282.063.145.200,2010,,1080p,,,,,,2,5
televisores,LG,Wearables,5253265,39.330.686.196.463.400,510.820.343.835.059,2017,,1080p,OLED,,,,,1,1
secadora,Whirlpool,Monitores,5797713,4.544.235.274.438.100,14.944.724.440.483.600,2005,,,,,,,,2,2
camara,Panasonic,Audioportátil,2799730,4.874.911.591.052.120,16.123.695.089.384.800,2020,,8K,,,,,,3,10
televisores,Samsung,Comunicaciones,5876067,4.586.411.959.997.560,14.073.964.399.410.100,2008,,,LED,,,,,1,1
televisores,TCL,Audio,2884797,37.896.988.511.531.500,13.798.871.453.863.600,2016,,8K,LED,,,,,3,6
secadora,LG,Wearables,5691651,7.301.970.589.488.200,12.816.080.204.894.700,2002,,,,,,,,3,3
tablet,Samsung,Monitores,2330937,37.590.706.697.463.600,4.336.882.224.443.600,2011,9109.0,,LCD,4G,,1TB,,3,7
celular,Apple,Informática,8333805,7.378.686.224.213.200,25.989.149.818.716.800,2019,6134.0,,,4G,16GB,256GB,IP67,3,5
camara,Sony,Audioportátil,7044170,4.726.231.767.135.690,10.094.312.454.709.100,2022,,1080p,,,,,,3,3
cpu,Intel,Fotografía,293756,4.024.301.408.695.900,12.056.300.364.473.600,2010,,,,,,,,2,10
smart watch,Garmin,Audio,4049306,4.676.952.470.158.040,7.494.190.540.617.560,2012,,,OLED,WiFi,,,IP67,1,9
nevera,Whirlpool,Comunicaciones,6930953,31.474.632.723.166.300,2.837.433.653.036.950,2010,,,,,,,,1,3
mouse,Razer,Comunicaciones,1115694,3.932.973.833.569.850,4.632.270.793.320.370,2021,,,,,,,,3,7
camara,Sony,Wearables,5045980,17.567.608.876.279.600,3.856.738.509.962.520,2011,,1080p,,,,,,3,6
cpu,Qualcomm,Videojuegos,8960214,35.214.294.972.714.100,1.478.332.413.499.990,2016,,,,,,,,3,5
secadora,Bosch,Comunicaciones,8954944,4.538.994.556.567.580,13.935.068.842.300.300,2009,,,,,,,,2,3
parlante,JBL,Electrodomésticos,202272,4.171.833.267.164.570,2.972.252.553.776.650,2011,,,,,,,,1,5
audifonos,Sony,Audioportátil,3666385,9.775.470.493.028.440,14.030.852.612.281.200,2008,,,,4G,,,,3,7
cpu,IBM,Wearables,4062988,29.995.123.137.054.600,12.725.337.136.649.800,2002,,,,,,,,2,5
televisores,Samsung,Audioportátil,2944327,2.709.068.323.722.710,10.614.120.936.096.900,2005,,8K,LCD,,,,,2,7
nevera,GE,Videojuegos,6993369,29.734.867.987.885.600,255.118.796.925.502,2022,,,,,,,,3,2
monitor,Dell,Monitores,2279233,7.326.342.770.755.980,9.904.255.894.131.470,2000,,4K,,,,,,2,9
cpu,Intel,Wearables,3983157,29.790.746.254.118.800,14.683.122.907.736.700,2004,,,,,,,,2,10
mouse,Microsoft,Electrodomésticos,338669,23.938.313.102.979.100,3.678.915.049.125.440,2022,,,,,,,,3,7
teclado,Corsair,Monitores,312037,2.035.524.778.936.690,16.091.131.378.631.800,2013,,,,,,,,3,7
camara,Nikon,Wearables,3362823,2.171.652.789.130.540,13.277.815.683.184.600,2017,,4K,,,,,,1,2
laptop,Lenovo,Audio,7080929,10.876.387.051.803.000,3.698.884.828.654.840,2016,3522.0,,OLED,,,512GB,,3,2
secadora,Whirlpool,Fotografía,4005288,159.604.278.991.801,13.261.895.759.936.500,2004,,,,,,,,1,10
audifonos,Beats,Electrodomésticos,4064808,7.349.206.010.411.420,19.538.796.801.271.600,2014,,,,,,,,3,2
cargador,Belkin,Informática,6363591,7.671.625.116.944.780,10.160.922.004.210.700,2001,,,,,,,,1,3
nevera,GE,Informática,4645765,9.783.227.350.938.370,17.255.226.704.305.800,2009,,,,,,,,3,2
tablet,Apple,Fotografía,1201725,18.664.200.029.332.100,29.362.440.481.425.900,2000,4298.0,,LED,5G,32GB,256GB,,3,1
mouse,HP,Audioportátil,2905771,3.365.583.079.369.430,45.308.993.054.463.500,2004,,,,,,,,2,1
lavadora,Samsung,Comunicaciones,758362,1.359.460.936.837.440,1.371.495.943.174.000,2016,,,,,,,,2,5
camara,Canon,Informática,6245938,3.997.469.824.469.850,3.441.912.325.862.270,2008,,,,,,,,3,1
smart watch,Samsung,Comunicaciones,4905813,34.339.611.731.346.600,6.067.232.190.369.420,2021,,,OLED,5G,,,IP67,2,5
tablet,Samsung,Audio,9847386,32.001.156.271.213.000,3.396.531.358.931.320,2007,,,LCD,,8GB,128GB,,1,9
lavadora,Whirlpool,Audioportátil,6137835,7.495.522.053.172.600,11.010.252.340.444.500,2011,,,,,,,,1,5
camara,Sony,Electrodomésticos,5617738,4.036.899.176.303.510,4.341.250.047.608.230,2017,,,,,,,,3,10
audifonos,Beats,Wearables,8580827,4.527.400.695.517.170,4.373.078.055.872.950,2000,,,,4G,,,,3,7
tablet,Samsung,Informática,9777962,27.894.662.118.651.500,46.881.130.125.162.200,2005,,,LCD,Bluetooth,,64GB,,1,5
laptop,Lenovo,Videojuegos,4513525,4.151.414.331.321.980,7.379.073.756.951.750,2021,,,LCD,,,256GB,,1,10
celular,Huawei,Electrodomésticos,4315310,4.472.228.844.464.010,29.151.346.727.993.200,2022,,,,,32GB,256GB,None,2,2
monitor,HP,Informática,7787627,33.053.773.622.896.900,8.820.942.180.178.940,2015,,,OLED,,,,,3,5
cpu,Qualcomm,Fotografía,7229082,2.868.646.934.978.120,77.862.693.410.222.600,2000,,,,,,,,2,4
monitor,Dell,Wearables,8391329,4.822.934.032.973.200,1.628.079.525.124.050,2012,,8K,LCD,,,,,3,1
parlante,LG,Comunicaciones,7728659,48.551.690.696.324.500,13.755.550.522.151.700,2023,,,,,,,,3,2
cargador,Belkin,Audioportátil,6856723,3.124.236.763.140.960,55.725.395.705.130.700,2004,,,,,,,,3,1
camara,Canon,Monitores,1768767,9.361.831.141.033.430,27.041.594.636.457.900,2020,,4K,,,,,,3,3
mouse,Microsoft,Fotografía,106533,4.289.148.044.864.340,3.548.034.350.246.650,2006,,,,,,,,1,5
televisores,TCL,Audioportátil,9195646,1.667.400.706.612.730,15.863.655.062.371.200,2017,,4K,OLED,,,,,1,8
teclado,Logitech,Fotografía,6154771,19.717.636.439.345.400,20.298.732.556.662.400,2004,,,,,,,,2,10
tablet,Amazon,Videojuegos,7951869,4.757.118.639.692.250,654.686.272.027.124,2017,1202.0,,OLED,,32GB,128GB,,2,3
nevera,LG,Electrodomésticos,5378754,4.593.527.795.131.920,22.230.485.516.555.900,2009,,,,,,,,3,1
parlante,Bose,Electrodomésticos,510531,15.060.309.731.612.800,18.071.588.129.492.700,2002,,,,,,,,3,4
lavadora,LG,Comunicaciones,101986,3.112.015.319.577.010,1.164.356.774.696.560,2015,,,,,,,,2,7
nevera,Samsung,Electrodomésticos,2973209,5.258.213.322.761.190,21.541.162.517.535.700,2000,,,,,,,,3,5
televisores,TCL,Audioportátil,2627602,401.361.400.901.414,7.414.429.477.531.290,2019,,1080p,,,,,,3,3
cargador,Samsung,Fotografía,4032888,23.068.895.210.510.800,8.460.188.844.644.470,2015,,,,,,,,2,4
camara,Nikon,Videojuegos,8505936,2.949.899.916.757.910,4.619.016.662.844.330,2013,,1080p,,,,,,3,7
monitor,Dell,Wearables,1415360,30.305.339.173.265.400,14.267.525.572.368.800,2012,,1080p,OLED,,,,,1,7
audifonos,Sennheiser,Fotografía,7188391,31.093.786.578.238.600,6.269.215.739.260.100,2014,,,,4G,,,,3,4
televisores,LG,Electrodomésticos,5791951,34.398.467.868.915.200,1.960.916.702.855.020,2011,,,OLED,,,,,2,10
camara,Sony,Monitores,3937455,466.636.632.788.924,3.713.014.519.152.950,2011,,8K,,,,,,3,6
tablet,Amazon,Monitores,2955591,19.693.719.604.821.600,3.119.693.800.359.770,2020,7132.0,,LED,5G,16GB,512GB,,3,10
mouse,Logitech,Fotografía,4483168,14.020.146.006.890.200,25.111.834.542.436.900,2007,,,,,,,,3,3
monitor,HP,Audioportátil,7841971,1.762.328.362.330.650,6.664.569.650.395.490,2023,,4K,LCD,,,,,1,9
televisores,Sony,Videojuegos,5802735,25.143.552.932.319.700,7.479.500.495.204.030,2011,,1080p,,,,,,1,7
tablet,Huawei,Fotografía,727396,7.553.124.046.426.690,6.374.311.781.236.930,2010,,,OLED,,8GB,512GB,,3,6
televisores,Samsung,Comunicaciones,2963144,2.499.085.363.364.770,1.731.103.068.049.270,2022,,8K,OLED,,,,,2,5
cargador,Samsung,Videojuegos,8403515,3.973.854.034.934.420,131.832.102.605.589,2019,,,,,,,,2,6
laptop,Apple,Comunicaciones,2068042,35.423.532.627.757.300,28.876.820.418.218.300,2008,3417.0,,OLED,WiFi,4GB,128GB,,1,6
celular,Xiaomi,Comunicaciones,922756,11.437.039.591.125.300,222.397.009.789.001,2003,,,,Bluetooth,,128GB,None,2,2
mouse,HP,Comunicaciones,1377608,33.243.599.147.356.800,4.599.818.277.729.520,2015,,,,,,,,3,6
nevera,Samsung,Wearables,4719516,30.662.948.969.145.800,20.774.559.153.696.800,2004,,,,,,,,3,2
laptop,Dell,Monitores,1665186,3.342.265.881.152.810,4.364.021.802.349.540,2000,7611.0,,LED,4G,16GB,128GB,,2,7
celular,Apple,Fotografía,8647639,14.839.194.269.149.300,25.331.878.922.623.700,2019,,,,NFC,8GB,,,1,8
lavadora,Whirlpool,Comunicaciones,3825737,33.616.259.998.424.000,10.091.607.294.672.500,2014,,,,,,,,2,7
laptop,HP,Videojuegos,9123534,134.719.107.144.968,5.391.772.570.545.730,2016,,,LCD,WiFi,4GB,256GB,,1,7
smart watch,Samsung,Wearables,8328840,6.900.304.683.226.000,60.351.212.807.119.200,2009,,,OLED,,,,,1,7
secadora,LG,Audio,6115781,9.277.439.104.162.470,11.539.042.224.755.900,2014,,,,,,,,3,9
smart watch,Garmin,Fotografía,6832018,921.270.006.465.186,18.452.761.386.676.700,2008,,,OLED,,,,IP67,1,9
camara,Nikon,Videojuegos,1101867,3.334.205.446.410.840,3.325.177.059.008.060,2004,,,,,,,,2,6
lavadora,Bosch,Fotografía,665650,22.649.020.967.797.500,11.603.522.204.636.700,2005,,,,,,,,1,2
nevera,LG,Informática,6304439,20.982.742.583.892.200,2.614.233.284.161.020,2021,,,,,,,,3,2
televisores,Sony,Wearables,9276266,1.680.360.990.353.010,11.451.122.478.483.000,2021,,4K,,,,,,3,5
nevera,Whirlpool,Fotografía,9814234,29.752.094.842.581.600,28.942.514.057.920.200,2021,,,,,,,,1,4
smart watch,Apple,Audioportátil,1527616,14.367.613.944.754.700,1.415.332.020.791.110,2007,7080.0,,,Bluetooth,,,IP68,3,7
celular,Apple,Fotografía,4409622,1.628.018.080.953.830,24.857.590.707.485.900,2021,,,,,16GB,64GB,IP67,2,3
lavadora,Bosch,Wearables,1060500,4.900.481.240.124.210,1.359.811.535.304.660,2010,,,,,,,,2,7
camara,Panasonic,Videojuegos,1567074,4.552.334.026.435.730,17.993.338.590.922.500,2005,,4K,,,,,,1,9
audifonos,Sennheiser,Comunicaciones,8364325,23.754.920.297.307.000,3.068.867.699.939.530,2009,,,,,,,,2,5
